LogBIO,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X233,X234,X235,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254,X255,X256,X257,X258,X259,X260,X261,X262,X263,X264,X265,X266,X267,X268,X269,X270,X271,X272,X273,X274,X275,X276,X277,X278,X279,X280,X281,X282,X283,X284,X285,X286,X287,X288,X289,X290,X291,X292,X293,X294,X295,X296,X297,X298,X299,X300,X301,X302,X303,X304,X305,X306,X307,X308,X309
6,63.140617,681.21338,230.06264,220.45096,549.11572,132.0977,0,0,2,3,4,0,12,0,54,1,5,28,22,83.690109,1.549817,0,0,22,1,0,26,0,3,2,0,0,1.364401,-2.765357,-0.569218,0.60226,2.670124,-2.89128,-0.4328,0.703019,2.556779,-2.480048,-0.385751,0.837457,2.947161,36.039383,6,0.193548,12,57,1,31,7,6,0.193548,44,0,1145.942,1098.2866,19.346724,16.736408,13.405413,14.77781,13.741515,10.234975,6.522491,8.265986,0,0,9.611691,47.655384,1.026757,0.739582,15,1.341599,113.09096,17.193666,21.594929,80.171822,0.109604,-11.723498,1.685142,6.860175,0.014551,7.070549,58.576897,0.337725,0.323615,0.806085,0.193915,1.682207,1.61225,0,-0.864326,-0.383865,0.039604,2.820879,-0.967172,-0.291289,0.11877,2.860694,-0.519048,-0.175783,0.197684,3.101707,0.055096,21.240376,10.346939,5.38903,17.776987,8.599594,4.456772,5.459817,5,1,1,0,2.965,-4.2222,11.240732,0,1,0.177066,0.878451,23,1,4,8,0,4.981,-4.982,2.128193,-2.128193,0.098437,0.184544,28.926888,90.856468,0,0,5.682576,0,10.271297,115.51431,124.06499,11.190562,0,10.324173,0,0,0.93378,0.342053,0.040203,0.06622,0.657947,0.026017,370.55322,135.73723,15.953873,26.278046,261.09402,10.324173,0.466667,0.875,10003.291,1723.406,8550.0615,9733.1143,4.981,-4.982,0.083116,0.162585,0.604403,0.342053,0.040203,0.395597,0.657947,0.355394,239.84584,135.73723,15.953873,156.98543,261.09402,141.03156,8,0,5.00131,4,0.083116,0.162585,1,2.94897,25.385227,8.576548,10.999887,154.97667,9.556724,35.653934,3.500607,123.50229,0,41.905392,11.28148,10.999887,48.419384,0,13.057331,2.756747,142.3707,157.30458,39.148643,4.536028,1.862149,1.064723,48.299999,0.398935,5.954197,3.627203,9.301582,396.83127,540.74066,389.5,421.88284,8.186332,0,0,0,341.56778,11.190562,21.753254,7.372913,0.153512,2.639195,2.11119,1.089505,0.447549,0.197625,0.057579,0.010396,0,967.75,576.75,433.875,369.75,321.625,268,160.5,83,0.707107,0.866025,0.5,0.866025,0.707107,1.118034,-3.033673,-3.002514,-2.91902,-5.844784,-5.592967,-5.50118,1.377981,346.375,375.625,288.375,106.25,35.625,9.625,1.75,0,0.087007,0.027045,1.743632,1.668071,1.739498,2.063633,2.519918,2.807547,2.621844,2.211585,1.238608,2.980831,4.720952,5.891863,5.638444,4.844334,4.55639,0,1.446152,618.88391,895,1438.125,798.875,346.875,112.375,37.75,10,1.75,0,1091.75,423.25,58.5,6.125,2.125,0.375,0,0,399.922,2147,47,146
6,50.929066,565.56488,214.23634,189.52164,497.15833,68.406563,0,0,2,2,2,0,12,0,42,1,3,23,18,62.708057,1.493049,0,0,18,1,0,19,0,4,0,0,0,1.543957,-2.749378,-0.565459,0.603626,2.645042,-2.871095,-0.428071,0.77848,2.540396,-2.458617,-0.378425,0.837394,2.928193,27.130934,1,0.038462,12,45,1,26,2,1,0.038462,32,0,868.51416,768.32068,15.811191,13.845413,10.869879,12.242276,11.20351,8.265276,4.815384,6.44949,0,0,24.714714,100.19345,1.032641,0.742583,10,1.103805,111.12461,20.25654,13.088567,63.021923,0.757038,-12.01087,0.618471,5.985292,0.005622,20.485346,49.933357,0.378801,0.335101,0.879047,0.120953,1.535658,1.358501,0,-0.866388,-0.382469,0.041141,2.704886,-0.966746,-0.294203,0.165061,2.783538,-0.513634,-0.172462,0.204245,3.005801,0.120147,16.467455,7.086925,3.52,12.901339,5.486237,2.70033,3.077383,4,1,1,0,3.075,-4.09949,9.233146,0,1,0.386724,0.701075,23,1,4,3,0,4.054,-4.054,1.547541,-1.547541,0.089851,0.228055,84.513206,54.091755,0,0,5.682576,0.136891,0,102.75439,53.618797,19.809576,0,0,0,0,0.981849,0.450472,0.018151,0.018151,0.549528,0,314.78772,144.42442,5.819467,5.819467,176.18277,0,0.5,1,4700.2461,1741.2594,3156.6479,4502.585,4.054,-4.054,0.102121,0.199803,0.682986,0.377988,0.018151,0.317014,0.622012,0.298863,218.97017,121.18575,5.819467,101.63703,199.42145,95.817566,5,0,3.792265,4,0.102121,0.199803,1,3.7227,0,26.587299,0,73.758316,3.185575,49.682716,3.500607,123.50229,0,47.418888,9.64437,0,23.034157,0,6.686182,26.280993,123.50229,76.086235,72.04583,3.113859,2.266325,1.079335,30.870001,0.463579,5.70044,3.064249,8.787536,320.60721,440.12747,316.5,338.78751,5.682576,0,0,5.682576,282.16583,11.190562,11.365152,3.231731,0.394696,2.582857,1.808389,0.815301,0.24697,0.120661,0.047211,0.01342,0,918.125,548.25,425.875,373.125,328.5,260.125,146.75,77,0.5,0.5,1,0.707107,0.707107,0.707107,-3.069037,-3.022033,-3.010005,-5.874097,-5.764717,-5.563419,1.29423,166.25,127.625,114.25,37.375,13.875,4,2,0,0.04931,0.01675,0.429849,0.358251,0.181946,0.123309,0.16487,0.813584,1.072489,1.119033,0.146508,0.470006,1.222933,2.521601,3.057657,4.980075,5.506424,0,1.443364,510.78583,737.25,1103.125,523.5,204.125,53.875,21,6.25,2,0,936.875,395.875,89.875,16.5,7.125,2.25,0,0,326.83099,1082,41,126
5.978811,54.133862,567.43774,168.6416,158.76506,407.71732,159.72041,0,0,3,3,5,0,12,0,45,2,7,25,20,71.984207,1.599649,0,1,19,0,0,20,0,1,4,0,0,1.721971,-2.71529,-0.46703,0.460813,2.649813,-2.710713,-0.350101,0.608103,2.734762,-2.427907,-0.218657,0.706601,2.938308,28.966141,2,0.071429,12,48,0,28,2,2,0.071429,36,0,580.29578,546.62811,17.877951,15.97547,11.853372,12.886387,11.972764,8.98431,5.308731,6.691071,1,0,9.876551,33.667683,1.199339,0.860183,9,0.500103,94.809921,13.122518,0.813644,68.141174,0.047323,-2.568766,0.494881,8.543675,0.00856,4.46035,67.32753,0.297198,0.279793,0.718523,0.281477,1.02266,0.963327,0,-0.850804,-0.41646,-0.036581,2.860136,-0.927579,-0.303861,0.103959,3.005637,-0.514014,-0.164685,0.20131,3.149717,0.090786,18.367348,6.866414,2.749349,16.655205,6.199825,2.474521,4.130374,5,2,1,0,4.004,-4.5177,9.774936,0,1,0.303106,0.738631,20,1,4,2,0,3.441,-3.443,1.912222,-1.912222,0.11372,0.186831,117.61013,0,0,0,0,0,20.542593,106.93061,40.640682,33.834076,0,20.648346,0,0,0.878924,0.406085,0.060383,0.121076,0.593915,0.060694,299.0155,138.15273,20.542593,41.190937,202.05373,20.648346,0.444444,0.8,5952.7905,1767.4431,4307.0332,5831.105,3.441,-3.443,0.130776,0.23526,0.615636,0.280132,0.060383,0.384364,0.719868,0.323982,209.44322,95.302872,20.542593,130.76323,244.90358,110.22063,5,0,3.827804,4,0.130776,0.23526,0.08,3.72504,72.770226,3.124314,0,18.439579,9.556724,144.45683,0,41.65752,3.981969,66.927803,9.89016,0,75.894539,3.055105,34.512405,6.37115,73.023178,18.439579,149.61902,3.082711,2.324477,0.928845,62.16,0.435133,5.807355,2.96267,9.053022,340.20645,472.31357,338.75,356.00235,5.007512,0,0,0,286.20319,0,32.141354,1.594977,0.167113,2.623698,2.019453,1.209485,0.49812,0.247948,0.097034,0.02739,0.000003,809,486.25,370.75,320.5,270.375,209.5,128,75.875,0.5,0.5,0.707107,8.689074,0.707107,8.124039,-2.593349,-2.574978,-2.567623,-6.014687,-5.986571,-5.909246,1.284466,268.75,331.75,249.75,105.375,43.25,14,3.625,0.125,0.118678,0.043682,0.520192,0.605098,0.602667,0.606938,0.72734,0.978789,1.062011,1.25177,0.732933,1.124958,1.565223,1.616638,1.420409,0.97478,1.983712,4.496907,1.468741,517.02429,759.375,1179.75,676.125,324.125,111.5,44,14,3.625,0.125,911,344.375,74.375,6.125,0.75,0,0,0,406.276,1244,53,142
5.966576,47.029068,552.86835,230.93457,191.80412,435.69116,117.17721,0,0,1,2,2,0,11,0,39,1,3,20,16,56.665176,1.452953,0,0,16,0,0,19,0,3,0,0,1,1.410708,-2.690832,-0.560722,0.6888,2.599354,-2.738407,-0.456977,0.811225,2.602407,-2.400753,-0.426591,0.87154,2.888293,25.690933,4,0.181818,11,41,1,22,3,4,0.181818,29,0,859.76941,714.08673,13.786246,12.273508,9.576985,10.794683,9.809663,7.85744,4.853389,6.282823,0,0,39.130447,145.68266,0.996213,0.717168,12,0.504921,29.414696,8.695616,-6.199255,27.496572,0.005375,-5.941334,0.476006,3.831001,0.013544,-11.089872,33.695827,0.417703,0.346925,0.788056,0.211944,1.555107,1.291604,0,-0.850485,-0.362802,0.080798,2.585363,-1.334529,-0.277313,0.180723,2.655009,-0.51517,-0.192169,0.219286,2.867011,0.047347,14.917356,7.319857,4.25,12.164938,5.900715,3.397157,3.589091,3,2,1,0,2.398,-2.97704,8.512687,1,1,0.14969,0.884031,17,1,3,5,0,3.723,-3.723,1.399501,-1.399501,0.13492,0.212574,21.819706,87.760391,0,0,5.682576,6.651119,0,82.230835,49.723877,17.238026,19.760618,0,0,0,0.957597,0.419139,0.042403,0.042403,0.580861,0,278.53345,121.91379,12.333695,12.333695,168.95335,0,0.5,1,5227.1826,769.48389,4544.3711,5140.5103,3.723,-3.723,0.124093,0.237443,0.674868,0.427246,0.084536,0.325132,0.572754,0.240597,196.29692,124.27178,24.5886,94.570221,166.59537,69.981628,6,0,4.279524,3,0.124093,0.237443,1,3.05707,32.897186,19.909843,0,55.318733,5.942323,18.868406,0,124.86069,18.868406,31.778435,8.57064,0,19.909843,0,5.942323,3.686322,192.30911,55.318733,31.277687,3.924185,1.701868,0.853879,42.150002,0.499916,5.459432,3.346525,8.31483,290.86716,397.97519,286.5,321.00116,5.682576,0,0,17.742489,236.02827,13.166624,23.425066,5.987603,0.193809,2.698185,2.080832,0.945662,0.357583,0.194001,0.100765,0.048105,0.009971,862.75,507,380.25,325.125,285.375,239.875,141.25,78.25,0.5,6.595453,6.652067,0.707107,0.5,0.5,-2.315057,-2.311882,-2.304776,-6.798586,-6.568718,-6.545332,1.304768,149.125,128.75,131.25,46.25,21.25,12.125,6,1.25,0.092702,0.049596,1.212202,1.052947,1.259835,1.611755,1.932295,1.927578,1.010554,1.215264,0.628737,2.367332,4.200696,4.776546,4.755227,4.671622,4.874608,6.632952,1.399259,491.86752,688.25,1156.125,603.375,239.125,79.625,35.25,16.125,6.625,1.25,1007,474.625,107.875,33.375,14,4,0.625,0,285.41501,909,25,102
5.958607,63.251446,689.94244,282.15332,208.16019,564.46826,125.47422,0,0,2,3,3,0,15,0,51,0,3,29,21,79.144272,1.551848,0,0,23,0,0,22,0,4,1,0,1,0.989841,-2.73662,-0.531286,0.575355,2.6496,-2.870981,-0.430317,0.678492,2.543734,-2.447609,-0.399174,0.715806,2.934595,34.548553,5,0.151515,16,55,1,33,2,5,0.151515,37,1,1443.2142,1064.7394,19.631182,16.990396,13.568549,15.484917,14.292827,10.713995,6.465361,8.874575,0,0,73.993134,378.47488,1.031446,0.738089,17,0.855168,81.638054,26.420706,5.951712,51.870014,0.072388,-7.008425,-1.268737,6.351417,0.113835,-1.807737,45.918304,0.408952,0.301707,0.818138,0.181862,2.091789,1.543229,0,-0.839148,-0.38652,0.058521,2.662297,-0.986861,-0.326338,0.140371,2.694223,-0.510099,-0.160765,0.203166,2.949904,0.102211,20.877869,9.646503,4.621094,15.933892,7.286214,3.463789,4.003371,5,0,1,0,4.003,-5.10353,11.707701,0,1,0.176212,0.956214,27,1,5,7,1,5.115,-5.115,2.116577,-2.116577,0.12091,0.152644,18.648045,117.40131,0,0,0,21.642128,0,104.50179,86.100052,11.190562,0,0,36.302959,0,0.853595,0.398425,0.054681,0.146405,0.601575,0.091724,337.84177,157.69148,21.642128,57.945084,238.09537,36.302959,0.470588,0.888889,10641.129,1758.6534,9543.3057,9980.2988,5.115,-5.115,0.106354,0.160508,0.651003,0.387852,0.054681,0.348997,0.612148,0.294316,257.65836,153.50688,21.642128,138.12849,242.27997,116.48637,9,0,5.141609,5,0.106354,0.160508,1,3.344108,3.124314,26.483433,0,144.69862,30.233366,0,0,144.46423,0,51.819458,11.74365,23.862217,21.224649,3.124314,40.432297,5.646675,159.58505,115.89626,31.051962,4.505673,1.959498,1.440484,39.68,0.396794,6.044394,3.899959,9.358306,395.78687,545.35693,390.25,424.4592,21.642128,0,0,0,310.9917,47.493523,21.642128,3.82218,0.239452,2.609075,2.088939,1.114231,0.333577,0.155306,0.064736,0.012464,0,1121.375,686.25,514,439.375,379.875,319.625,207.75,124.75,5.787919,0.707107,6.284903,0.5,0.707107,0.5,-3.244967,-3.023572,-3.018126,-5.640107,-5.565949,-5.537795,1.381585,299.25,306.125,273.5,85.5,33,10.875,2.25,0,0.064202,0.024751,0.767429,0.683315,0.748238,0.955128,1.125429,1.131718,0.732462,0.43015,0.242642,0.862093,1.626549,2.743002,3.115805,3.495195,5.749624,0,1.448929,626.15192,907.25,1476.5,804.5,335.25,85.75,33,10.875,2.25,0,1177.25,498.375,61.75,0.25,0,0,0,0,402.522,2765,45,158
5.958607,57.079033,604.48315,206.05489,190.9409,521.15259,83.330582,0,0,2,3,3,0,12,0,50,1,4,26,23,75.915047,1.518301,0,0,21,0,2,24,0,2,1,0,0,1.42821,-2.793626,-0.625112,0.650646,2.729718,-2.894116,-0.481207,0.765561,2.797374,-2.510749,-0.466531,0.81241,3.007528,32.602966,4,0.137931,12,53,0,29,4,4,0.137931,41,0,857.39435,794.69604,18.095648,14.743469,12.6459,13.940947,12.652199,9.275453,6.741923,8.415816,2,2,15.113982,62.698341,1.029977,0.736716,14,0.435015,91.902916,15.49572,25.345324,73.41095,0.014671,-0.604704,0.853583,6.01964,0.01197,-3.891646,48.065624,0.340878,0.315875,0.862146,0.137854,1.418392,1.31467,0,-0.853381,-0.413097,0.057205,2.912924,-0.964518,-0.283908,0.182553,2.979274,-0.523113,-0.20539,0.182347,3.171803,0.207625,19.322235,8.56633,4.22449,15.730927,6.913287,3.387966,4.182785,3,1,1,0,3.243,-3.71858,9.917851,0,1,0.450324,0.734618,22,1,4,6,0,4.161,-4.162,1.781856,-1.781856,0.117546,0.220976,64.34655,36.764713,0,0,23.817272,0,7.767541,124.5576,57.605152,18.041691,0,10.324173,0,0,0.877896,0.386616,0.092024,0.122104,0.613384,0.03008,301.3157,132.69608,31.584812,41.908985,210.52863,10.324173,0.5,1,5881.2524,2424.2908,3954.7727,5383.4419,4.161,-4.162,0.099495,0.194618,0.70238,0.361264,0.022631,0.29762,0.638736,0.274989,241.0741,123.99476,7.767541,102.15059,219.22993,94.383049,7,0,4.050713,4,0.099495,0.194618,0.615385,3.2469,25.385227,6.248628,18.242037,113.12415,9.556724,0,4.410796,123.50229,22.850374,29.920227,9.72108,0,61.554081,18.242037,17.94949,0,142.3707,113.12415,0,3.142377,2.157683,1.43185,26.709999,0.422289,5.857981,3.447674,9.109206,343.2247,486.52676,348,379.33194,0,0,0,0,307.41663,0,13.566921,5.127532,0.170673,2.682178,2.380534,1.445025,0.501715,0.177511,0.069274,0.026913,0.000454,716.5,418.5,309.125,252.625,212,172.25,106.875,53.375,0.5,0.707107,0.5,0.5,6.78233,6.726812,-2.635462,-2.459109,-2.448131,-6.144339,-6.110956,-6.081887,1.320834,362,450.625,333.875,98,30.625,10.375,3.625,0.375,0.106349,0.043048,0.762928,0.703157,0.608676,0.708713,0.877414,1.176233,1.531954,2.046086,0.801867,1.247416,1.830833,3.680196,4.73032,3.667631,2.938531,3.103127,1.445338,544.42285,786.875,1275.75,816.25,380.75,104.125,32.875,10.875,3.625,0.375,913.75,365.625,46.875,6.125,2.25,0.5,0,0,358.43198,1672,42,140
5.950007,36.117481,404.18707,119.18769,71.653053,343.20596,60.981113,1,1,0,0,2,0,6,0,32,1,3,15,13,42.407413,1.325232,0,0,13,0,0,17,0,1,1,0,0,1.74999,-2.836527,-0.519034,0.595361,2.804915,-2.758679,-0.511883,0.630977,2.895865,-2.587211,-0.410882,0.698354,3.055755,19.904518,0,0,6,34,0,17,3,0,0,28,0,207.86333,124.96292,10.250712,8.894063,7.999636,8.543606,7.343337,5.96215,5.222145,5.857738,3,3,47.534641,82.900414,0.962296,0.686871,7,0.185648,35.627621,4.143823,0.691809,30.595316,0.04911,-11.346219,0.575274,3.268785,0.003457,-3.004686,29.903507,0.294883,0.177277,0.849127,0.150873,0.514275,0.309171,0,-0.801727,-0.360686,0.078008,2.769734,-0.875648,-0.318841,0.114798,2.860595,-0.526543,-0.222791,0.152436,3.008378,0.091988,10.173011,4.107639,1.85124,8.523328,3.394591,1.512764,1.928881,2,1,1,0,1.788,-1.51628,6.035078,0,1,0.27614,0.759767,16,1,3,0,0,1.744,-1.744,0.962847,-0.962847,0.217871,0.406884,57.970009,12.254904,0,0,0,5.682576,7.767541,74.630096,21.966473,0,0,10.324173,0,0,0.875263,0.439018,0.070569,0.124737,0.560982,0.054168,166.82149,83.675034,13.450116,23.774288,106.92075,10.324173,0.428571,0.75,1634.9675,443.51755,1220.2863,1606.1313,1.744,-1.744,0.229358,0.389908,0.849529,0.210752,0.070569,0.150471,0.789248,0.079903,161.91655,40.168465,13.450116,28.679218,150.42731,15.229101,4,0,2.835972,3,0.229358,0.389908,0.333333,2.27237,25.385227,16.78553,6.468649,0,10.353119,18.868406,4.410796,52.500725,75.473625,0,5.86468,0,42.170757,4.410796,16.821768,0,146.84276,0,0,2.451871,1.708296,0.743641,33.119999,0.612614,5.087463,2.577284,7.533249,190.59578,295.95786,211.25,230.10257,5.682576,0,0,0,152.74266,0,19.249496,0.948104,0.22545,2.831134,2.264297,1.043986,0.436542,0.201633,0.058949,0.000478,0,562.75,322.25,247.375,216.875,191.5,164.25,94.625,44.625,0.5,0.707107,0.5,0.866025,0.707107,0.5,-2.418208,-2.392637,-2.380853,-5.214334,-5.050664,-4.915513,1.181969,249.25,261.375,163.5,56.875,20.75,5.125,0.25,0,0.094492,0.025937,0.61462,0.571673,0.602348,0.676067,0.790287,0.811659,0.803805,0.818053,0.251313,0.624761,1.148933,1.136616,0.479517,2.111339,5.767615,0,1.386131,358.82239,497.375,865.875,466.375,189.75,63.625,23.375,5.625,0.25,0,616.625,205,26.25,6.75,2.625,0.5,0,0,203.28499,330,24,82
5.920819,70.429581,744.36786,238.45404,176.48605,627.00659,117.36125,0,0,2,3,2,0,15,0,62,1,3,31,25,91.483681,1.475543,0,0,25,0,1,31,0,4,1,0,0,1.31829,-2.792816,-0.594872,0.585016,2.720556,-2.836818,-0.432427,0.710288,2.767066,-2.521741,-0.411806,0.734834,2.985086,42.650417,6,0.176471,16,65,1,34,5,7,0.205882,48,0,1111.6727,822.77802,21.957455,18.566647,15.938793,17.518297,14.956729,10.983416,7.164573,9.068082,0,0,61.967983,288.89474,0.981813,0.701853,17,0.50423,39.325134,14.097665,-29.659544,28.991789,0.033961,-7.597633,0.485942,6.147112,0.117033,-10.431335,58.651333,0.320344,0.237095,0.842334,0.157666,1.493445,1.105338,0,-0.87056,-0.380816,0.029782,2.911174,-1.161991,-0.258089,0.160689,3.004549,-0.519377,-0.191137,0.181097,3.187339,0.038722,24.134949,10.950521,5.742188,18.267574,8.206131,4.271743,4.835681,5,1,1,0,4.734,-5.12214,12.27559,0,1,0.125574,0.9028,22,1,4,7,1,4.662,-4.662,2.204836,-2.204836,0.14437,0.155522,89.586998,36.764713,0,0,25.475557,0,0.136891,211.29752,46.919247,9.020845,8.619013,0,0,17.440542,0.903309,0.341292,0.057522,0.096692,0.658708,0.039169,402.20834,151.96416,25.612448,43.05299,293.29718,17.440542,0.470588,0.888889,12613.92,1561.8246,11228.546,12437.471,4.662,-4.662,0.148005,0.173745,0.643127,0.312759,0.068386,0.356873,0.687241,0.288487,286.35941,139.25932,30.449728,158.90192,306.00201,128.45219,9,0,5.463702,4,0.148005,0.173745,1,4.75942,18.01075,12.977676,9.121018,73.758316,3.185575,65.794373,0,151.8049,41.718781,72.148346,12.39767,23.862217,23.107834,27.131769,7.167543,11.088251,178.45346,78.588272,99.120392,4.902015,2.147392,0.964618,40.509998,0.368752,6.087463,3.801601,9.592945,445.26132,602.04614,430.375,471.82373,13.566921,0,0,5.682576,384.1441,17.440542,19.249496,6.353973,0.399752,2.538146,1.970914,0.990893,0.247594,0.081978,0.028527,0.010467,0.001547,1120.375,685,522.875,444.875,384.375,296.5,194.375,114.75,0.5,0.707107,0.5,0.866025,0.707107,0.5,-2.691544,-2.654615,-2.626224,-6.305001,-6.130035,-6.091004,1.40963,316,321.75,221.625,52.5,15.625,5.75,1.875,0.375,0.035142,0.01433,0.124393,0.155515,0.212968,0.306974,0.374828,0.287234,0.500806,0.455208,0.306614,0.581543,1.204343,4.587548,6.337933,4.942479,4.143972,4.082627,1.459872,675.14471,985.625,1431.375,755.25,288.125,60.625,18.375,6.375,1.875,0.375,1115.375,433.5,66.5,8.125,2.75,0.625,0,0,422.548,2958,50,164
5.920819,56.86541,633.78448,225.0027,173.65614,569.57062,64.213821,0,0,2,3,2,0,12,0,50,1,3,23,21,61.572182,1.231444,0,0,21,0,0,27,0,1,1,0,0,1.245137,-2.801069,-0.647287,0.700938,2.718625,-2.801134,-0.53808,0.795065,2.774909,-2.526807,-0.499862,0.848821,2.988557,31.49659,6,0.24,12,52,0,25,5,6,0.24,40,0,670.50806,517.4953,15.907567,13.824784,12.930357,14.330216,11.309663,8.863066,7.690776,9.507568,0,0,51.346554,153.01274,0.910491,0.64979,16,0.814685,42.144127,5.051965,-2.275773,46.495235,0.004958,-20.11161,0.304703,4.933277,0.011952,-14.64601,48.771008,0.355015,0.273999,0.898682,0.101318,1.057943,0.816516,0,-0.858057,-0.387288,0.081431,2.774583,-0.952294,-0.264493,0.163277,2.860692,-0.527847,-0.216057,0.193051,3.023481,0.040445,17.811199,9.474609,5.785667,14.331991,7.54351,4.569551,4.700588,2,1,1,0,4.884,-3.92915,9.678339,0,1,0.041221,0.997424,18,1,3,8,1,2.98,-2.98,1.428348,-1.428348,0.152143,0.251922,112.01043,85.784325,0,0,0,0,7.767541,72.511559,46.846992,0,0,10.324173,0,0,0.946034,0.61317,0.02317,0.053966,0.38683,0.030796,317.15332,205.5623,7.767541,18.091713,129.68272,10.324173,0.5,1,9479.623,383.34982,9275.9678,9299.9287,2.98,-2.98,0.151007,0.271812,0.82798,0.365341,0.02317,0.17202,0.634659,0.14885,277.57632,122.47875,7.767541,57.668686,212.76627,49.901146,8,0,5.534752,3,0.151007,0.271812,1,4.59447,25.385227,3.124314,0,55.318733,6.37115,18.868406,4.410796,158.78867,75.473625,5.243428,9.59018,0,28.509541,0,16.025373,0,253.13069,55.318733,0,5.166641,1.127996,1.039057,23.469999,0.451373,5.643856,3.748352,8.679625,335.24503,476.23544,339.875,377.88556,0,0,0,0,297.30157,0,13.566921,5.730673,0.359343,2.623747,2.060942,0.478841,0.176402,0.088032,0.034906,0.014419,0.000069,1035.25,599.25,443.625,398.75,366.375,321.25,196.5,72.625,11.18034,11.672618,0.5,1.118034,0.5,1.224745,-2.157169,-2.156503,-2.155372,-6.108373,-5.876632,-5.865491,1.352489,196.375,140.25,106.375,35.625,14.375,4.75,1.75,0.125,0.038602,0.014107,0.936436,0.757624,0.972714,1.2283,1.448543,1.391067,0.587867,0.76231,0.396187,2.010922,5.237503,5.562196,4.802724,3.340069,2.918157,2.85082,1.423663,567.1109,807.375,1209.625,538,130.875,42.125,17.125,5.625,1.875,0.125,1013.25,397.75,24.5,6.5,2.75,0.875,0.125,0,309.453,1522,30,114
5.906578,57.82341,632.50958,237.26718,189.50107,613.24701,19.262529,0,0,2,3,1,0,12,0,50,0,1,23,22,55.70335,1.114067,0,0,22,0,0,27,0,1,0,0,0,1.280732,-2.798715,-0.605632,0.658273,2.713286,-2.813015,-0.500726,0.763079,2.747601,-2.524913,-0.464832,0.80701,2.982664,31.49659,6,0.24,12,52,1,25,4,6,0.24,39,0,692.82019,553.34308,15.74443,13.902514,13.455301,15.16708,11.398979,8.895442,7.946759,10.174234,1,1,47.766125,139.47708,0.883166,0.628218,15,0.386861,54.745899,7.183683,6.05924,55.560566,0.01759,-6.39634,0.36472,5.253862,0.011223,-13.634522,49.501328,0.37512,0.299602,0.969546,0.030454,1.095351,0.874838,0,-0.856842,-0.380276,0.072503,2.743235,-0.952946,-0.263861,0.155762,2.818262,-0.524956,-0.206817,0.181257,2.998761,0.037644,17.811199,10.095734,6.42805,13.800292,7.724937,4.87198,4.63506,1,0,1,1,5.394,-4.4156,9.910894,0,1,0.056697,0.977338,19,1,3,8,1,2.92,-2.92,1.265421,-1.265421,0.049267,0.23846,65.606979,147.05885,0,0,0,0,0,77.173119,51.184631,0,0,0,0,0,1,0.62361,0,0,0.37639,0,341.02359,212.66583,0,0,128.35774,0,0.466667,0.875,8527.0029,475.36542,8194.3184,8384.3213,2.92,-2.92,0.092466,0.277397,0.848011,0.437704,0.035936,0.151989,0.562296,0.116053,289.19171,149.26738,12.254904,51.831879,191.7562,39.576973,8,0,5.283448,3,0.092466,0.277397,0.26087,5.04457,0,3.124314,0,55.318733,10.781946,18.868406,0,194.07503,74.248398,0,9.9403,0,3.124314,4.410796,6.37115,0,269.54865,72.961922,0,5.006928,1.355314,0.971453,3.24,0.451373,5.643856,3.674237,8.703988,341.02359,486.24072,345.875,381.52835,0,0,0,0,320.46005,0,0,3.822652,0.674441,2.555915,1.752055,0.287464,0.083965,0.050641,0.02994,0.013892,0.000767,1090,630.25,472.5,433.375,401.875,348.25,197.875,78.25,0.5,9.721111,9.75961,0.5,0.5,0.707107,-2.179019,-2.174634,-2.141539,-6.097352,-6.056007,-5.948679,1.341614,137.375,44.375,63.125,22.375,11.125,5.25,2.125,0.25,0.023545,0.012114,0.272441,0.309272,0.238547,0.243826,0.283474,0.328117,0.525477,0.91993,0.093965,0.501842,2.829983,3.670749,3.593152,3.566231,3.510696,3.550969,1.44579,570.88159,825.375,1146.375,430.375,74.625,22.375,11.125,5.25,2.125,0.25,1009,386,11.5,0,0,0,0,0,305.465,1478,28,112
